;density_on_stretching;density;elasticity;hardener;epoxid;temperature;surface_density;resin;cover_angle;cover_step;cover_strength;elasticity_boxcox;surface_density_boxcox;cover_strength_boxcox
55;75.9294262403174;2078.08518958498;578.472210127331;101.985372572233;23.5215700672067;263.936794164664;200.970956298652;321.58318393106;0;9.91252624375488;71.1448160894335;252.62284883009093;42.63950216805516;148.96518479456202
56;74.9551385125935;1907.24088138391;854.911878489206;107.633965680302;26.2609927739994;294.750758090161;465.510428736911;249.425570165226;0;5.64691439859512;75.9523106859402;351.70647652157277;73.26727887945444;161.41894968246092
57;71.5960274616026;1985.43627389172;481.467008793364;86.2580477765799;21.3510430299661;240.093794136484;61.3178549317505;279.646443441237;0;6.25505768443793;32.878738287025;216.2067818618336;19.43426762956934;57.52609068965166
58;73.8029667670687;2045.91998424776;707.064066216619;40.3048056934109;22.2303471856234;239.576875689797;646.074221656415;268.64454753915;0;7.31043751586699;63.8613060666936;299.4653698057746;90.32917215339373;130.45334054162683
59;71.1835610478094;1892.75780016532;968.179171336095;162.465446710082;23.9675428207614;260.189897198972;173.812811659156;187.890164290387;0;5.25689909291407;67.1830562483555;390.76777121461225;38.79430835599812;138.84097586821278
60;71.1875536033647;2053.4297826253;259.357736132267;106.195439435444;20.3113391841181;300.754584110511;417.143283679578;304.428870764341;0;2.30265513315926;65.8076490390582;127.80310997481156;68.295757142295;135.35657104390808
61;73.5543672416027;1970.51813882891;724.579859120517;151.416684185638;22.2063665946037;313.627206741365;411.446771185876;205.202797305012;0;6.79367738419888;47.2949834576965;305.73762043301485;67.69638780136026;90.1448649556024
62;74.2967008623467;2019.06596565285;1081.41266004272;135.949276438419;21.4973031317718;362.877362326566;34.4889064368429;186.555661741722;0;6.2811496770177;72.2928799487037;429.10852715361244;13.069831030125385;151.9227707212821
63;69.0762520457978;1917.78360071006;764.787106215564;91.6603001689428;22.6763903716021;317.473648157517;422.070243954587;321.145901909665;0;4.98508334944557;38.3073423208593;320.0470904146121;68.81169432425844;69.49906581534711
64;70.1028944970212;1956.58718841296;411.160200151565;84.2889186459112;26.3858597471124;264.963876475242;672.364980143195;194.853056966549;0;6.1913302964011;31.8041411567934;189.09716527369912;92.6547558662885;55.2054142167609
65;73.7811776825022;1993.62408679527;334.893406086304;115.482321184986;24.461133568691;302.348496497711;168.599067010175;283.289007232791;0;7.78271128777422;54.6338176227547;158.84978974148174;38.03110641150875;107.67058884537889
66;77.0465882211044;2014.62331805313;607.061634664446;104.097858932163;20.7786343232078;227.51331059067;654.548803323962;281.270927847583;0;13.1990069942431;66.3630228720231;263.1667967615692;91.08259990818655;136.76161182901393
67;73.5938171327313;1868.34874519129;576.503658192798;87.3869345312855;23.3224226502699;291.339068668643;338.937140584667;228.91172416346;0;5.08285562607062;50.405847788056;251.8938799830566;59.77293063029527;97.5053660899055
68;71.2150322767018;1843.18256234416;1185.99314968772;106.823807795205;19.3327000435086;320.363018577296;75.2400195451441;92.4478651000093;0;10.6228863710581;47.5497714800792;463.96406330460064;22.309958299267503;90.74377871746299
69;69.5260148149445;2042.28028337428;600.769621057725;88.4130126456654;23.0854223167781;280.643182017825;324.279402274901;138.224720766734;0;4.79586231229187;37.4047624988696;260.85304919839115;58.09685578858501;67.48070343168797
70;69.2046420071986;2009.39872044359;962.774186374449;148.316385759674;16.8696696350116;289.23616959197;398.919837742403;172.549268899625;0;5.18293533449742;79.5140703114715;388.92068946598334;66.36732351752273;170.7595686806907
71;72.4865459842513;2008.31072030206;53.5822776311981;111.25927526507;22.7850763746836;309.579804260058;887.094294913776;141.59841601308;0;7.42170414975365;58.2385036038102;32.90831069120476;110.52257145139004;116.47656105302676
72;75.3210982301261;1929.67753077483;1143.78711291358;161.557740686131;22.7251942440169;303.53008959714;894.354923411658;131.922189046358;0;4.5459247020502;63.3257037998115;449.9575242529242;111.09648959356232;129.10980520268188
73;69.6004028193487;2068.26739082148;844.905565397782;117.857237307933;18.0395915889216;347.608414194633;404.645934559472;219.99535125577;0;5.08135736878662;62.4221341358259;348.2181551835106;66.97674878107527;126.8489468278003
74;67.6480612318363;1985.37632674925;1039.38596849616;122.027950485535;22.6877653304713;247.090686428188;202.395245625015;198.685795025871;0;8.48906022674753;23.8981957702763;414.9551868005861;42.835610233425456;38.69732271317148
75;72.0474413283835;2053.92831802024;710.851928521885;134.957547547227;22.1304484869894;304.832999237713;361.106340941915;234.208913634003;0;4.56846260485789;52.6405746910021;300.82380733410713;62.25735925423797;102.85570302683408
76;69.1815991618218;1969.62361231578;1251.78990565381;92.4193283683085;22.2446691752612;291.935734394608;565.339508132214;211.912630322441;0;9.24558543118187;40.6081026886021;485.6456641643064;82.95561082711527;74.6913892121713
77;75.8254841649787;1952.0178976549;105.154466533956;104.486677499559;23.8987280424436;308.473988799102;808.806264014204;300.499627685786;0;11.6440483301461;34.9295717120059;59.03367760120402;104.21829247232633;62.00147105446327
78;76.8360634066066;1949.45458722468;638.939797087107;114.528376344994;25.7988298980678;281.114390814806;293.444451877068;147.007066556703;0;6.84503635293727;49.7538584337575;274.8326570874179;54.47546900842236;95.95415951099369
79;69.0941856872217;1929.52018533042;386.79318228456;147.304327145391;22.5293840478616;306.854196901891;207.521157348898;138.967712213374;0;7.98414562731789;51.0588681799301;179.53697421383993;43.53716218644327;99.06348636781263
80;71.7098961371883;1990.62526162108;469.692137770416;107.581745858228;25.1264946874864;325.158879481838;451.86436518306;195.97859018411;0;4.51649933309847;45.9672825207508;211.71215595451963;71.88504336595734;87.0355496345568
81;75.0632223881923;1835.94606537685;1312.26650249731;115.495390128164;24.1676319673921;259.258200768966;7.09535401264071;228.50865320882;0;5.76437702887089;73.3535262214056;505.4174283170644;3.8509360987891346;154.66441941830072
82;71.4313833014238;1878.49402858102;1129.2518001018;142.130759048646;24.5343570280639;246.809360514364;489.988285995282;156.263366293575;0;2.08129430676411;58.9133232111871;445.1152451011608;75.70934340176822;118.13878358351681
83;69.9339583427704;2014.75524946944;971.080034390633;99.7579909083023;20.2086361361128;297.14694776363;574.786073099323;244.035478370514;0;8.72543685815608;67.0117081237353;391.75843789042045;83.83781608080986;138.40602032398056
84;77.9765608091946;2019.60113491693;278.106720460541;96.0452717071344;19.7153238418283;303.818771039945;1021.61009393758;241.318361361569;0;6.58117283915919;29.9490724287558;135.62765680504174;120.88919250448846;51.240232764011154
85;73.7828278686362;2017.20441780194;980.189230193403;99.675032793115;25.7224493200724;292.101684786064;300.260202408651;192.158907636717;0;4.76422910020487;70.4951579039806;394.8662997908552;55.28772521087296;147.29623339657718
86;69.3453726996293;1948.39523770175;1072.0103959914;126.027685319243;21.3449149327709;356.530711599113;221.233654221069;172.969660830289;0;6.30424974881033;58.4019728380879;425.9497025820277;45.382799966333145;116.87883059293304
87;72.2711830029007;2021.85639528586;881.137149919579;132.65352487722;22.4472819943523;255.190945494869;194.049749141959;220.557907868402;0;5.59261340518086;84.8408875377012;360.8188999526015;41.67903507039336;184.90186560706613
88;74.2735490653323;2075.22120263035;78.9143236438797;140.938971719314;24.3704754933437;261.486931646461;1013.02960617917;301.76575439247;0;9.02511978187264;55.9738630864365;46.07966663656364;120.24380015809172;110.9296379673121
89;75.9714893100369;1873.63015432042;981.863229192678;102.429378146075;19.8395923863193;244.802386412792;876.827541329149;192.197370895773;0;10.1177506111313;71.594706298912;395.4369403929435;109.70802858647787;150.12291999182213
90;67.0265082250484;1924.8648321671;957.378290184471;116.753626353082;21.9788140951841;334.333067090101;679.950216839347;111.056522728756;0;10.9917030810129;38.1153985581651;387.07509702735496;93.31936722532473;69.06894765989051
91;76.0015279368089;1967.03752657551;457.127194947934;131.215489040203;21.8451439021792;341.412674813216;812.629311794083;239.241272224609;0;10.3302155269039;64.5699889936966;206.89648094752295;104.53130151282846;132.23487772549876
92;72.5137471809204;1986.55243996333;818.135194454281;102.614962309456;17.7515310835964;256.335929683774;414.212654658843;277.746898334632;0;7.01662242248013;48.6676443864594;338.85367191894005;67.98779008326322;93.37985612208512
93;76.439840642442;1876.16804570014;560.960950889983;63.5118456398383;26.0390889169199;289.494315739399;237.688171894452;188.756824295458;0;7.53435720569406;37.4951361340768;246.12451840744384;47.541993382126165;67.68231695697068
94;72.6804124381655;2110.56643699759;124.133740028623;191.053003718703;21.5902946586862;280.120468432855;4.0990434009833;171.988604783678;0;7.38816677357381;45.4597781589653;68.08340062769987;2.2665834708284294;85.85224953687833
95;70.6786915021356;1921.91763949269;1343.60086748877;126.919151502633;21.2453708727899;303.842913915158;49.9757613999169;208.929445658;0;11.8917707306285;49.3616832089576;515.6053711643171;16.905409807400527;95.02326244937827
96;74.370869325078;2009.03430808664;250.547072304832;79.3468498323662;21.874256956087;206.005127700645;550.102415744885;174.349764717947;0;9.19645051770041;49.130186923699;124.09587937475949;81.52093470213207;94.47453266635695
97;69.1627659821526;2009.79708472036;1061.40751599376;71.4207934901581;22.011830868851;345.95274960054;463.411500519586;159.958934783878;0;9.45435021816427;38.7542098555298;422.38231535586056;73.05566971235721;70.50227815542593
98;69.5606356074802;1978.55316047838;905.115295785839;144.160097753681;21.0156185020504;313.02346719827;355.291453474395;175.901628041114;0;1.45037472772178;54.9889347528826;369.1134837818124;61.61135448010866;108.53254343373303
99;71.807954850299;1931.68789384737;348.354645228981;108.403571029378;22.9516902903046;208.041941374425;97.5453577326958;134.392554538255;0;4.40224759267304;48.9590839234744;164.26071985525118;26.531758701537203;94.06932449140639
100;68.7844728195467;2207.77348061119;696.149162966098;94.187612861334;23.562884632022;291.803991355005;384.629392795582;402.163809219598;0;4.51282549755834;46.7754687343913;295.5445822945983;64.83196004198088;88.92589104306356
101;75.1027470705178;1988.30196582608;177.034494749263;52.074363628932;16.9770831604711;292.072966770267;793.83413503134;172.995710440173;0;7.20661462503703;41.3884372311032;92.27325757658554;102.98710074336611;76.46747698466635
102;71.8146155999979;1881.61648732953;663.33292062825;123.506166871104;28.3249680236444;220.225603940206;363.128013250105;314.698865683065;0;9.5934645122199;35.8816026588052;283.6978848753807;62.48104465512142;64.09909449141585
103;72.3255877087822;1825.95249704412;901.708222353353;112.556322536653;20.4355565439295;278.428992850912;495.483404209641;128.471903855317;0;9.31246293139468;71.4878269316948;367.9370126702572;76.25125144849117;149.8477332282307
104;69.1157624262968;2018.95913118403;9.98620992397411;59.1746537274616;22.5011172600363;318.192405375553;108.448229443837;222.307307195355;0;0.239660317801428;69.1533524116421;7.075979769439874;28.461883574629585;143.85997731893787
105;69.8422416539736;1996.67205635904;1071.2099206432;100.701483164466;23.1491680413374;288.758252898824;358.35104456637;154.439542081752;0;7.86039703828512;72.1292287063465;425.68057202479633;61.951748033170134;151.50054055097374
106;68.1665339050387;2020.97647476027;1013.51359624966;109.505135228391;24.330904761094;266.258621859423;719.870002458961;264.835584427864;0;7.36359935585531;69.1723368317854;406.1977955702038;96.7725016074264;143.90849265131058
107;71.5265120366174;1961.39635012088;1074.13133365158;112.326434543918;27.7076817364195;266.743678860243;695.845998805539;280.532100896548;0;10.3700408327645;76.1696573775192;426.6626385739825;94.70322339108915;161.98620546785824
108;78.1433073975036;1932.75504828165;723.783321151056;108.045473084526;19.4753971233738;227.655940286531;82.217044939652;202.928474272059;0;6.70752255277215;49.2428305202786;305.4529054360022;23.675432736122794;94.74146730404134
109;73.3896392420657;2008.26931141329;962.278362071216;119.50972347983;18.2179815949395;303.840126482864;12.0404868498002;207.345568206595;0;9.9030895116672;45.3194298073486;388.75116710324556;5.990146084749747;85.52552720498836
110;76.1793827185123;1986.34011019485;1257.77900304243;93.7485541276624;24.5932719990938;338.101358737812;76.6826934074773;261.819467829254;0;3.70851518297216;78.3800055468162;487.6102438194305;22.596058300175397;167.7752502682406
111;74.170087571078;1868.41263136988;800.349064032908;149.274563252657;21.7752731455617;282.265659520879;89.0740712924786;156.385476165976;0;6.58312309746804;50.0520985620961;332.6055176713212;24.975814463994098;96.66317435216445
112;68.1875086837908;1910.93143389072;556.7891489243;136.628657148349;21.5931747131841;323.796315773368;339.273301960956;189.329207738759;0;4.37830659592764;84.1327782307252;244.57174243593334;59.81104848561628;183.01025820431084
113;72.6252131075541;1879.00070531557;1106.82574916339;157.076487854001;17.0892281048042;305.658635175067;1227.24309651447;208.945212267981;0;9.45326906976745;52.3916690992692;437.6250800275562;135.79900957759307;102.2572459114124
114;70.6487527780502;2019.55215915915;1063.74278115845;146.035949340321;23.695911148696;295.731697731617;822.311633841746;194.238670283906;0;14.0513828180002;74.4690023081356;423.16850216070003;105.32158299575829;157.55728264000743
115;74.7913199104795;2080.43626043079;818.584963242036;147.908960923558;23.0937147359627;270.143494828285;764.949129311538;149.084561101116;0;6.58791393628453;34.407934234527;339.0113959231596;100.5870162793447;60.85747632894341
116;69.7029943205378;2125.20620903089;856.379707246881;120.193114819935;21.5467637577552;224.657476294879;270.457644156168;132.056503137526;0;5.6805105686958;70.7447086273094;352.21764125259114;51.682463038262526;147.93692015500116
117;80.0753632444654;1944.51836529476;589.646853160507;102.349134804869;19.5805468956807;247.744983223707;371.247656175137;346.276191094327;0;7.19053834780499;92.0421393826707;256.7536011931411;63.37478553913324;204.3338963942284
118;71.68049054605;2007.86877296777;691.388896740701;120.680539412637;24.082653349999;263.129987896194;298.924410247606;162.882660665919;0;5.86770510487927;59.6204256098918;293.83162619130724;55.129081574950334;119.88505473658931
119;69.2523053356914;2038.72845311359;1104.75363149631;137.296385285303;20.3987968326408;237.000699552284;430.107822157608;383.663400548988;0;6.23231913614568;77.1403548902907;436.9318152207581;69.6485631546103;164.52400664071942
120;74.5191190555586;1899.02932143337;329.386053696233;79.8332316709832;20.0632229826574;308.07672481347;34.5476967005972;237.571115543585;0;7.5677231136102;57.0613571768362;156.62629607073112;13.08548547430365;113.58722237351135
121;78.868134957946;1959.59675793968;149.662405265887;118.18466631321;19.3311065981728;253.305033770883;987.201560144475;171.810458303451;0;1.73474402022773;67.4873140368675;79.92393011767597;118.28866606159755;139.6139188516529
122;73.9829656492856;2076.52257110167;177.232913095392;76.9468750349101;21.037842462363;307.301226957021;712.637196752993;189.484400535253;0;5.53703207263677;66.8485361234487;92.36163229144067;96.15226515107749;137.99204820551464
123;73.3539309385746;2021.81098318314;315.23185730624;95.6416772725609;19.431257778407;258.370168527495;131.981649001476;284.183922179704;0;5.13632543022061;42.3230856221015;150.88483763617822;32.39646626932563;78.60456471932129
124;75.6185150070368;2061.01447917075;374.15517799859;121.066050487483;20.9817295933301;307.840838321953;197.638696253385;252.98851217579;0;4.00362315710827;35.2813761797027;174.54173901223396;42.17864844155312;62.775150401905904
125;74.066128583821;2012.54997651056;627.091102560805;97.7403584126305;23.9617021480487;280.527319306035;237.36103548279;223.855680868301;0;4.29585661766149;40.2377161847722;270.5074733248749;47.49962098390882;73.85100040227732
126;67.4553446395691;2135.7986794063;1361.9606544496;122.466336798646;22.5324830773673;250.111700908508;949.473929507535;326.667721575908;0;7.00724231596374;66.5469468564653;521.5575257647392;115.39803921924546;137.22749667017519
127;71.5567409671738;2045.55817844179;525.758520311344;121.754660866466;22.5361314375521;220.152239218867;877.923203482754;229.182606129494;0;5.45457783299345;32.7762495845351;232.96373971363263;109.79512536511406;57.30402417930971
128;68.7020387100913;1963.86646687557;1079.95172457301;138.873674524205;22.8336445948436;294.494094692645;56.1403340229091;236.30888485571;0;7.17472788121551;49.1606360993855;428.6179875243954;18.303716789498022;94.54667556386572
129;77.0948951164973;1885.72400423631;686.269535088261;106.704606483918;20.5755939753209;263.362796456392;182.225521251225;256.283234828863;0;4.92960337110031;38.2857062993035;291.98739370422146;40.00799175606613;69.45055871038944
130;72.6223758775023;1925.46368752069;577.621201358999;132.388360097445;23.373700903325;282.14532866972;601.842006750524;176.308067680269;0;8.96487681667237;66.7197419980419;252.30776183640668;86.33506362407081;137.66545172524755
131;76.2141007700111;1986.13144332681;668.459069948088;103.17644327817;21.6278018720638;299.045889387724;852.59958459575;243.825970799259;0;2.27175435300816;45.7138087580006;285.55435737613243;107.77156955292226;86.44418507500244
132;71.7691924938968;1987.18794795186;418.877804278093;123.349104786111;19.1062922382672;305.712624070181;563.975405241147;220.193714078228;0;4.48783570598458;45.5600750112239;192.10643336248867;82.8277650710398;86.0858713830767
133;69.0164826583692;2056.29907229233;1428.38236714329;45.1221753550373;24.8300648560584;319.150464552372;558.300420768246;224.098202542613;0;4.60733041916307;66.6687588343177;542.9879082742333;82.2946519806256;137.5362070402663
134;77.3616410320201;2060.75616969417;387.02728024077;45.863125728138;21.3443710579746;305.480408850932;370.045299389798;257.495622041341;0;6.69783832008661;64.7980203031668;179.62925968102763;63.2429045114367;132.80904271281068
135;81.5947500139088;1862.43206538239;1428.87030796957;125.557042040984;24.0236240894527;317.57159135124;293.085219857331;220.481828361475;0;0.310815338065802;70.1572587589908;543.1447536870206;54.43246366000799;146.42952481993447
136;74.0749101058675;1938.96287787084;370.005376454538;173.254326216121;23.2765695401357;253.481768227446;254.108881882811;323.876590840476;0;5.35631243008532;40.2344766415817;172.89579439043075;49.64173236121333;73.84365756991292
137;74.6921910713662;1884.47432094672;517.796839302387;106.074955216557;20.4098816991252;297.453359104484;730.28957127735;247.845359976872;0;6.84699916950264;39.2705652757806;229.96836808407988;97.66193587200586;71.66468306422762
138;71.3682118686789;1941.75569538602;976.003270266533;97.0682953950219;19.7478221778379;242.523325163283;379.679870306163;190.126236811779;0;4.64595799788816;74.8989540869244;393.4387030766611;64.29523464607401;158.67488761647388
139;75.1486785450593;1917.65572784448;1588.67721742116;89.8782066368905;21.1103602989652;322.008954712805;246.470756403297;204.153010639737;0;11.3753589895885;51.2369080070019;594.0817577463956;48.67154600174572;99.48906171631118
140;70.080209567943;2054.12380997521;876.794801651212;116.8893911004;23.5649689707549;353.561942687275;643.647660034262;247.193190092009;0;5.50684011681257;98.2026027528147;359.31303598570076;90.11276132104847;221.2280127793138
