;elasticity_on_stretching;matrix_filler_ratio;density;hardener;epoxid;temperature;resin;cover_angle;cover_step;elasticity_boxcox;surface_density_boxcox;cover_strength_boxcox
75;72.0474413283835;2.39335559675756;2053.92831802024;134.957547547227;22.1304484869894;304.832999237713;234.208913634003;0;4.56846260485789;300.82380733410713;62.25735925423797;102.85570302683408
76;69.1815991618218;1.94002141130966;1969.62361231578;92.4193283683085;22.2446691752612;291.935734394608;211.912630322441;0;9.24558543118187;485.6456641643064;82.95561082711527;74.6913892121713
77;75.8254841649787;2.96581179258464;1952.0178976549;104.486677499559;23.8987280424436;308.473988799102;300.499627685786;0;11.6440483301461;59.03367760120402;104.21829247232633;62.00147105446327
78;76.8360634066066;4.43317554684919;1949.45458722468;114.528376344994;25.7988298980678;281.114390814806;147.007066556703;0;6.84503635293727;274.8326570874179;54.47546900842236;95.95415951099369
79;69.0941856872217;2.89683591198512;1929.52018533042;147.304327145391;22.5293840478616;306.854196901891;138.967712213374;0;7.98414562731789;179.53697421383993;43.53716218644327;99.06348636781263
80;71.7098961371883;2.52620785257568;1990.62526162108;107.581745858228;25.1264946874864;325.158879481838;195.97859018411;0;4.51649933309847;211.71215595451963;71.88504336595734;87.0355496345568
81;75.0632223881923;3.71167553514513;1835.94606537685;115.495390128164;24.1676319673921;259.258200768966;228.50865320882;0;5.76437702887089;505.4174283170644;3.8509360987891346;154.66441941830072
82;71.4313833014238;3.4371928777298;1878.49402858102;142.130759048646;24.5343570280639;246.809360514364;156.263366293575;0;2.08129430676411;445.1152451011608;75.70934340176822;118.13878358351681
83;69.9339583427704;2.95252638624795;2014.75524946944;99.7579909083023;20.2086361361128;297.14694776363;244.035478370514;0;8.72543685815608;391.75843789042045;83.83781608080986;138.40602032398056
84;77.9765608091946;2.90330482263953;2019.60113491693;96.0452717071344;19.7153238418283;303.818771039945;241.318361361569;0;6.58117283915919;135.62765680504174;120.88919250448846;51.240232764011154
85;73.7828278686362;4.45711998805819;2017.20441780194;99.675032793115;25.7224493200724;292.101684786064;192.158907636717;0;4.76422910020487;394.8662997908552;55.28772521087296;147.29623339657718
86;69.3453726996293;1.04436147111365;1948.39523770175;126.027685319243;21.3449149327709;356.530711599113;172.969660830289;0;6.30424974881033;425.9497025820277;45.382799966333145;116.87883059293304
87;72.2711830029007;2.52710220131329;2021.85639528586;132.65352487722;22.4472819943523;255.190945494869;220.557907868402;0;5.59261340518086;360.8188999526015;41.67903507039336;184.90186560706613
88;74.2735490653323;3.31942347145868;2075.22120263035;140.938971719314;24.3704754933437;261.486931646461;301.76575439247;0;9.02511978187264;46.07966663656364;120.24380015809172;110.9296379673121
89;75.9714893100369;3.85839462105363;1873.63015432042;102.429378146075;19.8395923863193;244.802386412792;192.197370895773;0;10.1177506111313;395.4369403929435;109.70802858647787;150.12291999182213
90;67.0265082250484;2.14361668143806;1924.8648321671;116.753626353082;21.9788140951841;334.333067090101;111.056522728756;0;10.9917030810129;387.07509702735496;93.31936722532473;69.06894765989051
91;76.0015279368089;2.0413521645778;1967.03752657551;131.215489040203;21.8451439021792;341.412674813216;239.241272224609;0;10.3302155269039;206.89648094752295;104.53130151282846;132.23487772549876
92;72.5137471809204;3.55241804852583;1986.55243996333;102.614962309456;17.7515310835964;256.335929683774;277.746898334632;0;7.01662242248013;338.85367191894005;67.98779008326322;93.37985612208512
93;76.439840642442;4.27197685251034;1876.16804570014;63.5118456398383;26.0390889169199;289.494315739399;188.756824295458;0;7.53435720569406;246.12451840744384;47.541993382126165;67.68231695697068
94;72.6804124381655;1.6209299773483;2110.56643699759;191.053003718703;21.5902946586862;280.120468432855;171.988604783678;0;7.38816677357381;68.08340062769987;2.2665834708284294;85.85224953687833
95;70.6786915021356;3.83340522231327;1921.91763949269;126.919151502633;21.2453708727899;303.842913915158;208.929445658;0;11.8917707306285;515.6053711643171;16.905409807400527;95.02326244937827
96;74.370869325078;2.60776417871172;2009.03430808664;79.3468498323662;21.874256956087;206.005127700645;174.349764717947;0;9.19645051770041;124.09587937475949;81.52093470213207;94.47453266635695
97;69.1627659821526;3.46531840714799;2009.79708472036;71.4207934901581;22.011830868851;345.95274960054;159.958934783878;0;9.45435021816427;422.38231535586056;73.05566971235721;70.50227815542593
98;69.5606356074802;2.14855771403367;1978.55316047838;144.160097753681;21.0156185020504;313.02346719827;175.901628041114;0;1.45037472772178;369.1134837818124;61.61135448010866;108.53254343373303
99;71.807954850299;3.95283414387118;1931.68789384737;108.403571029378;22.9516902903046;208.041941374425;134.392554538255;0;4.40224759267304;164.26071985525118;26.531758701537203;94.06932449140639
100;68.7844728195467;3.56585493794136;2207.77348061119;94.187612861334;23.562884632022;291.803991355005;402.163809219598;0;4.51282549755834;295.5445822945983;64.83196004198088;88.92589104306356
101;75.1027470705178;3.10788543750693;1988.30196582608;52.074363628932;16.9770831604711;292.072966770267;172.995710440173;0;7.20661462503703;92.27325757658554;102.98710074336611;76.46747698466635
102;71.8146155999979;3.99163282928962;1881.61648732953;123.506166871104;28.3249680236444;220.225603940206;314.698865683065;0;9.5934645122199;283.6978848753807;62.48104465512142;64.09909449141585
103;72.3255877087822;2.31916633147187;1825.95249704412;112.556322536653;20.4355565439295;278.428992850912;128.471903855317;0;9.31246293139468;367.9370126702572;76.25125144849117;149.8477332282307
104;69.1157624262968;2.4034275396069;2018.95913118403;59.1746537274616;22.5011172600363;318.192405375553;222.307307195355;0;0.239660317801428;7.075979769439874;28.461883574629585;143.85997731893787
105;69.8422416539736;2.6839288213838;1996.67205635904;100.701483164466;23.1491680413374;288.758252898824;154.439542081752;0;7.86039703828512;425.68057202479633;61.951748033170134;151.50054055097374
106;68.1665339050387;2.33456601349081;2020.97647476027;109.505135228391;24.330904761094;266.258621859423;264.835584427864;0;7.36359935585531;406.1977955702038;96.7725016074264;143.90849265131058
107;71.5265120366174;5.11078055270228;1961.39635012088;112.326434543918;27.7076817364195;266.743678860243;280.532100896548;0;10.3700408327645;426.6626385739825;94.70322339108915;161.98620546785824
108;78.1433073975036;4.17806694549161;1932.75504828165;108.045473084526;19.4753971233738;227.655940286531;202.928474272059;0;6.70752255277215;305.4529054360022;23.675432736122794;94.74146730404134
109;73.3896392420657;3.64869266287333;2008.26931141329;119.50972347983;18.2179815949395;303.840126482864;207.345568206595;0;9.9030895116672;388.75116710324556;5.990146084749747;85.52552720498836
110;76.1793827185123;3.49016173689906;1986.34011019485;93.7485541276624;24.5932719990938;338.101358737812;261.819467829254;0;3.70851518297216;487.6102438194305;22.596058300175397;167.7752502682406
111;74.170087571078;3.61518140211176;1868.41263136988;149.274563252657;21.7752731455617;282.265659520879;156.385476165976;0;6.58312309746804;332.6055176713212;24.975814463994098;96.66317435216445
112;68.1875086837908;2.91988882419338;1910.93143389072;136.628657148349;21.5931747131841;323.796315773368;189.329207738759;0;4.37830659592764;244.57174243593334;59.81104848561628;183.01025820431084
113;72.6252131075541;3.10804304801002;1879.00070531557;157.076487854001;17.0892281048042;305.658635175067;208.945212267981;0;9.45326906976745;437.6250800275562;135.79900957759307;102.2572459114124
114;70.6487527780502;3.15340427282992;2019.55215915915;146.035949340321;23.695911148696;295.731697731617;194.238670283906;0;14.0513828180002;423.16850216070003;105.32158299575829;157.55728264000743
115;74.7913199104795;3.78453378939025;2080.43626043079;147.908960923558;23.0937147359627;270.143494828285;149.084561101116;0;6.58791393628453;339.0113959231596;100.5870162793447;60.85747632894341
116;69.7029943205378;3.66078705917815;2125.20620903089;120.193114819935;21.5467637577552;224.657476294879;132.056503137526;0;5.6805105686958;352.21764125259114;51.682463038262526;147.93692015500116
117;80.0753632444654;4.1366909764279;1944.51836529476;102.349134804869;19.5805468956807;247.744983223707;346.276191094327;0;7.19053834780499;256.7536011931411;63.37478553913324;204.3338963942284
118;71.68049054605;3.97310786891826;2007.86877296777;120.680539412637;24.082653349999;263.129987896194;162.882660665919;0;5.86770510487927;293.83162619130724;55.129081574950334;119.88505473658931
119;69.2523053356914;2.96726774711062;2038.72845311359;137.296385285303;20.3987968326408;237.000699552284;383.663400548988;0;6.23231913614568;436.9318152207581;69.6485631546103;164.52400664071942
120;74.5191190555586;4.37943044224713;1899.02932143337;79.8332316709832;20.0632229826574;308.07672481347;237.571115543585;0;7.5677231136102;156.62629607073112;13.08548547430365;113.58722237351135
121;78.868134957946;1.6601859658962;1959.59675793968;118.18466631321;19.3311065981728;253.305033770883;171.810458303451;0;1.73474402022773;79.92393011767597;118.28866606159755;139.6139188516529
122;73.9829656492856;2.21786865226637;2076.52257110167;76.9468750349101;21.037842462363;307.301226957021;189.484400535253;0;5.53703207263677;92.36163229144067;96.15226515107749;137.99204820551464
123;73.3539309385746;2.16721723253188;2021.81098318314;95.6416772725609;19.431257778407;258.370168527495;284.183922179704;0;5.13632543022061;150.88483763617822;32.39646626932563;78.60456471932129
124;75.6185150070368;3.28935953149906;2061.01447917075;121.066050487483;20.9817295933301;307.840838321953;252.98851217579;0;4.00362315710827;174.54173901223396;42.17864844155312;62.775150401905904
125;74.066128583821;2.92790508776097;2012.54997651056;97.7403584126305;23.9617021480487;280.527319306035;223.855680868301;0;4.29585661766149;270.5074733248749;47.49962098390882;73.85100040227732
126;67.4553446395691;2.79135167712529;2135.7986794063;122.466336798646;22.5324830773673;250.111700908508;326.667721575908;0;7.00724231596374;521.5575257647392;115.39803921924546;137.22749667017519
127;71.5567409671738;1.82149182558494;2045.55817844179;121.754660866466;22.5361314375521;220.152239218867;229.182606129494;0;5.45457783299345;232.96373971363263;109.79512536511406;57.30402417930971
128;68.7020387100913;2.84824967903826;1963.86646687557;138.873674524205;22.8336445948436;294.494094692645;236.30888485571;0;7.17472788121551;428.6179875243954;18.303716789498022;94.54667556386572
129;77.0948951164973;1.74645787079316;1885.72400423631;106.704606483918;20.5755939753209;263.362796456392;256.283234828863;0;4.92960337110031;291.98739370422146;40.00799175606613;69.45055871038944
130;72.6223758775023;3.40176085325364;1925.46368752069;132.388360097445;23.373700903325;282.14532866972;176.308067680269;0;8.96487681667237;252.30776183640668;86.33506362407081;137.66545172524755
131;76.2141007700111;2.75701624775771;1986.13144332681;103.17644327817;21.6278018720638;299.045889387724;243.825970799259;0;2.27175435300816;285.55435737613243;107.77156955292226;86.44418507500244
132;71.7691924938968;2.96742736201178;1987.18794795186;123.349104786111;19.1062922382672;305.712624070181;220.193714078228;0;4.48783570598458;192.10643336248867;82.8277650710398;86.0858713830767
133;69.0164826583692;3.9539783775605;2056.29907229233;45.1221753550373;24.8300648560584;319.150464552372;224.098202542613;0;4.60733041916307;542.9879082742333;82.2946519806256;137.5362070402663
134;77.3616410320201;2.97062900262539;2060.75616969417;45.863125728138;21.3443710579746;305.480408850932;257.495622041341;0;6.69783832008661;179.62925968102763;63.2429045114367;132.80904271281068
135;81.5947500139088;2.27103246245581;1862.43206538239;125.557042040984;24.0236240894527;317.57159135124;220.481828361475;0;0.310815338065802;543.1447536870206;54.43246366000799;146.42952481993447
136;74.0749101058675;3.09745072225443;1938.96287787084;173.254326216121;23.2765695401357;253.481768227446;323.876590840476;0;5.35631243008532;172.89579439043075;49.64173236121333;73.84365756991292
137;74.6921910713662;3.32453505774856;1884.47432094672;106.074955216557;20.4098816991252;297.453359104484;247.845359976872;0;6.84699916950264;229.96836808407988;97.66193587200586;71.66468306422762
138;71.3682118686789;1.96388234987812;1941.75569538602;97.0682953950219;19.7478221778379;242.523325163283;190.126236811779;0;4.64595799788816;393.4387030766611;64.29523464607401;158.67488761647388
139;75.1486785450593;3.5408059474856;1917.65572784448;89.8782066368905;21.1103602989652;322.008954712805;204.153010639737;0;11.3753589895885;594.0817577463956;48.67154600174572;99.48906171631118
140;70.080209567943;0.790499431123456;2054.12380997521;116.8893911004;23.5649689707549;353.561942687275;247.193190092009;0;5.50684011681257;359.31303598570076;90.11276132104847;221.2280127793138
141;76.9920030237459;3.6520043449254;2145.26035210703;125.160257350176;23.5513924774234;295.101373113641;165.332352655114;0;2.51178319771711;277.3364985476876;81.40131875047057;97.26046433601996
142;70.9418768394867;2.99615410801784;2000.02126014374;128.413302904304;22.4129111716308;293.695902661827;243.754769900751;0;4.80608250942645;389.1739434435371;49.4448923822779;138.9938214627675
143;70.577166053484;2.76315892359089;1910.8525778044;122.112128782529;21.1777461070146;295.270984388032;276.539615628118;0;7.15088553540804;342.8895410071146;69.70816066206748;92.54902384522337
144;75.2193596424817;4.87425435721239;1974.91777409442;80.7927476307746;20.6218463065478;365.18547076714;293.256747521795;0;10.1289361053654;15.89232651302229;61.335730302062814;97.15820991165148
145;75.1474865444085;2.70063924746068;1939.30689136578;100.210884254774;17.2185695823429;279.944161100513;239.4723747007;0;8.42541123898241;386.9360475814964;62.191367103897534;74.97663040675
146;73.0177703609138;2.54353934256161;1949.42325021911;71.1687979242014;23.5543900031144;218.560835636096;208.483085890784;0;11.5026462064631;171.60410114554898;102.91979371319437;107.56642282985042
147;74.322191361958;2.51684906841337;1954.98198852573;89.6923668988838;22.1488600221478;313.56619638842;183.17770734771;0;3.19421502194393;300.6643638596848;100.12359646301343;146.49438292717855
148;81.0532928223055;3.26752296713052;2107.54911319068;60.9942606433636;27.3121673068201;268.485006773921;340.016625582485;0;4.57089231125669;301.2886509275392;30.69040824471703;168.21504439540755
149;72.6800256760073;1.91684276700052;2109.44165877917;116.606569802103;21.6117356899519;341.789753872262;265.171039141906;0;4.03646417966573;293.80022626969014;63.534452888711364;121.64125491816993
150;73.1612268755751;2.72133101860261;2006.43117479949;76.1388744184156;23.594098277489;262.064344650352;162.583903248181;0;6.57460597315956;447.32657028823456;109.42239350894376;62.33178240829386
151;75.4820758015332;3.36008438871322;2014.30359529447;58.0547671258525;20.7742485025137;257.148028519796;213.519778134637;0;7.42151930462171;326.496323235386;84.49453808859725;120.94515793478386
152;72.7759301765559;1.49319598796389;1997.21255466864;107.549456408651;17.3005393046688;322.532497868371;160.115494585427;0;7.55738704756393;405.2720970137425;37.55036192466916;117.69338667622043
153;70.1453885712061;2.92987944037979;2053.98537865147;126.72566648855;24.2542364251645;285.811108461131;257.066368086249;0;2.27149646860691;371.1640183083572;100.79043445618926;122.88578027104819
154;80.2544525384952;2.01536258698916;2028.59629120578;115.034794497194;23.7037771102794;293.849226566135;185.83007757709;0;5.16734860553562;273.33278459002315;48.55903380282278;90.07387112387435
155;70.8545198081699;3.63873981622786;2062.01353082313;122.282217620936;21.5552559414525;223.267476770567;163.433297838819;0;8.48926776078581;382.8454882890402;120.72633799940706;115.5200491587094
156;71.5682039478112;2.82959398611842;1944.09693228162;124.874276015098;22.1329717266983;349.371088857791;179.211987045508;0;12.045283804877;440.3143915180825;109.44571128567642;126.30830768071093
157;73.7332208519699;3.92157888908218;1832.56096474266;137.5164552247;20.3873387499097;239.662281461481;295.419936885468;0;5.38572190013947;338.5720518507387;85.99530179731904;72.15728926888166
158;73.6693326349382;3.02635705560141;2114.43458423325;81.6356852725651;20.1722003219716;294.820681141034;284.103490430149;0;1.14775274866061;219.60580946859702;81.87147845804786;135.70321113866916
159;72.2051823872737;2.77697872335031;2021.52757718817;107.029915367572;20.3880962124326;295.535487558401;216.639016629297;0;6.78177129262326;357.63017882961987;57.472144934017244;80.93624195496888
160;74.9255548667498;2.31454059051;2005.15155469975;81.7933700224456;25.179894255425;265.652005395095;239.280575835739;0;0.390190695763201;369.23716714225327;45.202043712815424;100.28647703933885
